619																					
Blg_LB	Stories	height	Year	T1	T2	Area	IM	Site_CD	Site_GP	YieldOver	PeakOver	YieldStiff	PGA	dt	Ttime	StrucType	matcodeinput	OutputCtrl	BlgCondition	MasonryWallRatio	Width
439	6	21	1990	-1	-1	998.072	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
440	6	21	1990	-1	-1	922.272	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
441	6	21	1990	-1	-1	1024.49	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
442	6	21	1990	-1	-1	554.031	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
443	5	17.5	1990	-1	-1	656.433	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
444	5	17.5	1990	-1	-1	688.885	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
445	5	17.5	1990	-1	-1	926.006	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
446	5	17.5	1990	-1	-1	1018.64	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
447	5	17.5	1990	-1	-1	976.75	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
448	17	59.5	2000	-1	-1	595.457	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
449	17	59.5	2000	-1	-1	610.898	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
450	5	17.5	1995	-1	-1	509.898	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
451	5	17.5	1995	-1	-1	513.445	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
452	5	17.5	1995	-1	-1	603.248	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
453	5	17.5	1995	-1	-1	612.736	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
454	5	17.5	1995	-1	-1	501.346	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
455	5	17.5	1995	-1	-1	485.833	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
456	5	17.5	1995	-1	-1	427.937	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
457	5	17.5	1995	-1	-1	369.338	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
458	5	17.5	1995	-1	-1	632.729	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
459	5	17.5	1995	-1	-1	588.756	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
460	5	17.5	1995	-1	-1	489.176	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
461	5	17.5	1995	-1	-1	466.958	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
462	5	17.5	1995	-1	-1	551.867	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
463	5	17.5	1995	-1	-1	632.729	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
464	5	17.5	1995	-1	-1	633.223	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
465	5	17.5	1995	-1	-1	557.94	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
466	5	17.5	1995	-1	-1	610.971	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
467	5	17.5	1995	-1	-1	615.59	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
468	5	17.5	1995	-1	-1	627.849	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
469	5	17.5	1995	-1	-1	524.096	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
470	5	17.5	1995	-1	-1	524.201	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
471	5	17.5	1995	-1	-1	473.61	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
472	5	17.5	1995	-1	-1	495.845	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
473	5	17.5	1995	-1	-1	467.988	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
474	5	17.5	1995	-1	-1	675.75	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
475	5	17.5	1995	-1	-1	631.348	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
476	5	17.5	1995	-1	-1	175.647	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
477	5	17.5	1995	-1	-1	199.614	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
478	5	17.5	1995	-1	-1	187.694	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
479	5	17.5	1995	-1	-1	865.49	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
480	5	17.5	1995	-1	-1	915.033	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
481	5	17.5	1995	-1	-1	913.312	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
482	5	17.5	1995	-1	-1	528.585	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
483	5	17.5	1995	-1	-1	581.634	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
484	5	17.5	1995	-1	-1	951.907	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
485	5	17.5	1995	-1	-1	853.813	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
486	5	17.5	1995	-1	-1	889.227	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
487	1	4.5	2005	-1	-1	714.824	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
488	1	4.5	2005	-1	-1	482.479	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
489	2	8	2000	-1	-1	810.534	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
490	5	17.5	1995	-1	-1	563.301	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
491	6	21	1994	-1	-1	500.65	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
492	6	21	1986	-1	-1	395.277	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
493	6	21	1986	-1	-1	395.151	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
494	6	21	1987	-1	-1	395.329	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
495	6	21	1987	-1	-1	397.851	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
496	4	14	2002	-1	-1	2470.98	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
497	4	14	2002	-1	-1	1235.65	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
498	4	12	1958	-1	-1	957.789	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
499	2	6	1995	-1	-1	319.254	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
500	2	6	1995	-1	-1	388.589	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
501	3	9	1995	-1	-1	995.404	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
502	6	18	1997	-1	-1	861.861	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
503	6	18	1997	-1	-1	769.672	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
504	6	18	1997	-1	-1	864.827	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
505	6	18	1997	-1	-1	866.437	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
506	6	18	1997	-1	-1	810.42	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
507	6	21	1958	-1	-1	461.652	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
508	1	3.5	1958	-1	-1	892.943	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
509	1	3	1958	-1	-1	78.4775	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
510	1	3	1958	-1	-1	83.2768	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
511	1	3.5	1958	-1	-1	239.862	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
512	6	18	1993	-1	-1	903.101	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
513	6	18	1993	-1	-1	903.411	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
514	6	18	1993	-1	-1	354.624	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
515	6	18	1993	-1	-1	598.532	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
516	6	18	1993	-1	-1	554.505	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
517	6	18	1993	-1	-1	260.136	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
518	6	18	1993	-1	-1	1081.91	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
519	6	18	1993	-1	-1	669.363	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
520	6	18	1993	-1	-1	260.609	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
521	6	18	1993	-1	-1	1092.84	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
522	6	18	1993	-1	-1	726.96	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
523	6	16.2	1993	-1	-1	434	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
524	6	18	1993	-1	-1	542.159	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
525	6	18	1993	-1	-1	745.136	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
526	6	18	1993	-1	-1	685.189	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
527	6	18	1993	-1	-1	721.344	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
528	1	4	1994	-1	-1	537.438	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
529	6	21	1994	-1	-1	1704.75	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
530	7	24.5	2002	-1	-1	1637.75	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
531	7	24.5	2002	-1	-1	1748.11	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
532	7	24.5	2002	-1	-1	1262.84	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
533	7	24.5	2002	-1	-1	1008.87	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
534	7	24.5	2002	-1	-1	1253.97	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
535	7	24.5	2002	-1	-1	1539.85	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
536	7	24.5	2002	-1	-1	1232.63	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
537	7	24.5	2002	-1	-1	1055.01	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
538	9	31.5	2002	-1	-1	1549.09	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
539	9	29.7	2002	-1	-1	1356.18	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
540	7	24.5	2002	-1	-1	1199.47	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
541	7	24.5	2002	-1	-1	727.388	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
542	7	24.5	2002	-1	-1	991.556	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
543	2	7	2002	-1	-1	724.943	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
544	7	24.5	2002	-1	-1	1045.87	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
545	4	14	2002	-1	-1	366.607	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
546	5	17.5	2002	-1	-1	1121.71	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
547	4	14	2002	-1	-1	536.049	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
548	4	14	2002	-1	-1	1161.9	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
549	3	10.5	2002	-1	-1	349.793	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
550	5	17.5	2002	-1	-1	2010.99	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
551	4	13.2	2002	-1	-1	3195.2	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
552	2	7	1995	-1	-1	1527.56	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
553	5	15	2002	-1	-1	1209.69	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
554	4	14	2002	-1	-1	1798.62	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
555	3	10.5	1986	-1	-1	993.961	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
556	2	7	1986	-1	-1	126.899	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
557	1	3.5	1958	-1	-1	663.425	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
558	1	3	1958	-1	-1	229.437	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
559	3	10.5	1958	-1	-1	529.612	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
560	9	36	2006	-1	-1	1386.92	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
561	6	24	2006	-1	-1	3521.77	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
562	4	28	2006	-1	-1	694.854	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
563	10	42	2000	-1	-1	4582.96	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
564	3	18	2011	-1	-1	2074.73	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
565	3	18	2010	-1	-1	3674.16	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
566	4	24	2011	-1	-1	1556.08	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
567	5	17.5	2003	-1	-1	2524.02	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
568	5	17.5	1999	-1	-1	2748	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
569	4	16	1965	-1	-1	5728.97	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
570	4	16	2005	-1	-1	2068.55	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
571	5	20	1998	-1	-1	7305.36	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
572	4	14	2001	-1	-1	2369.14	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
573	10	35	2006	-1	-1	3164.58	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
574	11	44	2008	-1	-1	2055.82	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
575	11	44	2009	-1	-1	717.814	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
576	11	44	2008	-1	-1	666.048	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
577	5	20	2005	-1	-1	17201.6	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
578	3	12	1980	-1	-1	1123.48	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
579	3	12	1980	-1	-1	1101.02	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
580	5	20	1980	-1	-1	1484.43	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
581	4	16	1957	-1	-1	4900.3	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
582	4	16.8	1956	-1	-1	5860.45	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
583	3	12	1960	-1	-1	1967.35	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
584	4	16.8	1956	-1	-1	5633.12	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
585	2	7	1960	-1	-1	530.435	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
586	2	6	1970	-1	-1	4872.02	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
587	3	9	1975	-1	-1	3323.2	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
588	5	20	1995	-1	-1	7774.64	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
589	4	14	1983	-1	-1	2907.68	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
590	5	20	1985	-1	-1	1342.88	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
591	5	17.5	1987	-1	-1	1580.85	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
592	7	28	1987	-1	-1	1069.57	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
593	5	20	1992	-1	-1	3271.55	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
594	12	42	2000	-1	-1	4592.99	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
595	2	7	2000	-1	-1	488.355	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
596	3	18	2014	-1	-1	10106.9	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
597	3	9	1982	-1	-1	769.715	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
598	3	9	1982	-1	-1	564.736	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
599	2	6	1982	-1	-1	72.7863	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
600	2	6	1982	-1	-1	56.1953	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
601	2	6	1982	-1	-1	379.238	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
602	2	6	1982	-1	-1	432.771	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
603	2	6	1982	-1	-1	130.413	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
604	3	9	1982	-1	-1	346.506	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
605	2	6	1982	-1	-1	91.3581	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
606	2	6	1982	-1	-1	636.333	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
607	2	6	1982	-1	-1	321.401	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
608	2	6	1982	-1	-1	306.273	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
609	2	6	1982	-1	-1	180.574	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
610	2	6	1982	-1	-1	90.3941	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
611	2	6	1982	-1	-1	269.416	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
612	2	6	1982	-1	-1	194.489	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
613	2	6	1982	-1	-1	369.176	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
614	2	6	1982	-1	-1	138.776	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
615	2	6	1982	-1	-1	115.993	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
616	2	6	1982	-1	-1	414.675	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
617	2	6	1982	-1	-1	429.375	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
618	2	6	1982	-1	-1	1243.5	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
619	2	6	1980	-1	-1	104.523	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
