version,1,,,,,,,,,,,,,,
id,name,strutype,year,occupancy,nStory,storyheight,area,replacementCost,clpsMedian,clpsDispersion,residualMedian,residualDispersion,intensity,autoGenComponents,totalRepairTime(day)
500,bld-500,C2,1995,education,3,3,995.40367,4.18E+06,999,0.5,0.0125,0.3,5,1,180
501,bld-501,C2,1997,residence,6,3,861.86098,7.24E+06,999,0.5,0.0125,0.3,5,1,180
502,bld-502,C2,1997,residence,6,3,769.67181,6.47E+06,999,0.5,0.0125,0.3,5,1,180
503,bld-503,C2,1997,residence,6,3,864.82692,7.26E+06,999,0.5,0.0125,0.3,5,1,180
504,bld-504,C2,1997,residence,6,3,866.43714,7.28E+06,999,0.5,0.0125,0.3,5,1,180
505,bld-505,C2,1997,residence,6,3,810.42045,6.81E+06,999,0.5,0.0125,0.3,5,1,180
506,bld-506,URM,1958,research,6,3.5,461.65164,2.35E+06,999,0.5,0.0125,0.3,5,1,180
507,bld-507,URM,1958,research,1,3.5,892.94328,7.59E+05,999,0.5,0.0125,0.3,5,1,180
508,bld-508,URM,1958,research,1,3,78.47751,6.67E+04,999,0.5,0.0125,0.3,5,1,180
509,bld-509,URM,1958,research,1,3,83.27678,7.08E+04,999,0.5,0.0125,0.3,5,1,180
510,bld-510,URM,1958,research,1,3.5,239.8619,2.04E+05,999,0.5,0.0125,0.3,5,1,180
511,bld-511,RM2,1993,residence,6,3,903.1006,4.61E+06,999,0.5,0.0125,0.3,5,1,180
512,bld-512,RM2,1993,residence,6,3,903.41108,4.61E+06,999,0.5,0.0125,0.3,5,1,180
513,bld-513,RM2,1993,residence,6,3,354.62412,1.81E+06,999,0.5,0.0125,0.3,5,1,180
514,bld-514,RM2,1993,residence,6,3,598.53188,3.05E+06,999,0.5,0.0125,0.3,5,1,180
515,bld-515,RM2,1993,residence,6,3,554.505,2.83E+06,999,0.5,0.0125,0.3,5,1,180
516,bld-516,RM2,1993,residence,6,3,260.13594,1.33E+06,999,0.5,0.0125,0.3,5,1,180
517,bld-517,RM2,1993,residence,6,3,1081.91449,5.52E+06,999,0.5,0.0125,0.3,5,1,180
518,bld-518,RM2,1993,residence,6,3,669.36317,3.41E+06,999,0.5,0.0125,0.3,5,1,180
519,bld-519,RM2,1993,residence,6,3,260.60867,1.33E+06,999,0.5,0.0125,0.3,5,1,180
520,bld-520,RM2,1993,residence,6,3,1092.84396,5.57E+06,999,0.5,0.0125,0.3,5,1,180
521,bld-521,RM2,1993,residence,6,3,726.95967,3.71E+06,999,0.5,0.0125,0.3,5,1,180
522,bld-522,RM2,1993,residence,6,3,434,2.21E+06,999,0.5,0.0125,0.3,5,1,180
523,bld-523,RM2,1993,residence,6,3,542.15917,2.77E+06,999,0.5,0.0125,0.3,5,1,180
524,bld-524,RM2,1993,residence,6,3,745.13566,3.80E+06,999,0.5,0.0125,0.3,5,1,180
525,bld-525,RM2,1993,residence,6,3,685.18915,3.49E+06,999,0.5,0.0125,0.3,5,1,180
526,bld-526,RM2,1993,residence,6,3,721.34362,3.68E+06,999,0.5,0.0125,0.3,5,1,180
527,bld-527,C1,1994,retail,1,4,537.43833,6.99E+05,999,0.5,0.0125,0.3,5,1,180
528,bld-528,C2,1994,retail,6,3.5,1704.74781,1.43E+07,999,0.5,0.0125,0.3,5,1,180
529,bld-529,C2,2002,residence,7,3.5,1637.75375,1.60E+07,999,0.5,0.0125,0.3,5,1,180
530,bld-530,C2,2002,residence,7,3.5,1748.11476,1.71E+07,999,0.5,0.0125,0.3,5,1,180
531,bld-531,C2,2002,residence,7,3.5,1262.84152,1.24E+07,999,0.5,0.0125,0.3,5,1,180
532,bld-532,C2,2002,residence,7,3.5,1008.86773,9.89E+06,999,0.5,0.0125,0.3,5,1,180
533,bld-533,C2,2002,residence,7,3.5,1253.96718,1.23E+07,999,0.5,0.0125,0.3,5,1,180
534,bld-534,C2,2002,residence,7,3.5,1539.85101,1.51E+07,999,0.5,0.0125,0.3,5,1,180
535,bld-535,C2,2002,residence,7,3.5,1232.63342,1.21E+07,999,0.5,0.0125,0.3,5,1,180
536,bld-536,C2,2002,residence,7,3.5,1055.01244,1.03E+07,999,0.5,0.0125,0.3,5,1,180
537,bld-537,C2,2002,residence,9,3.5,1549.09313,1.95E+07,999,0.5,0.0125,0.3,5,1,180
538,bld-538,C2,2002,residence,9,3.299999,1356.18276,1.71E+07,999,0.5,0.0125,0.3,5,1,180
539,bld-539,C2,2002,residence,7,3.5,1199.47486,1.18E+07,999,0.5,0.0125,0.3,5,1,180
540,bld-540,C2,2002,residence,7,3.5,727.38768,7.13E+06,999,0.5,0.0125,0.3,5,1,180
541,bld-541,C2,2002,residence,7,3.5,991.55567,9.72E+06,999,0.5,0.0125,0.3,5,1,180
542,bld-542,C2,2002,retail,2,3.5,724.94252,2.03E+06,999,0.5,0.0125,0.3,5,1,180
543,bld-543,C2,2002,residence,7,3.5,1045.87443,1.02E+07,999,0.5,0.0125,0.3,5,1,180
544,bld-544,C2,2002,education,4,3.5,366.6073,2.05E+06,999,0.5,0.0125,0.3,5,1,180
545,bld-545,C2,2002,education,5,3.5,1121.7113,7.85E+06,999,0.5,0.0125,0.3,5,1,180
546,bld-546,C2,2002,education,4,3.5,536.04945,3.00E+06,999,0.5,0.0125,0.3,5,1,180
547,bld-547,C2,2002,education,4,3.5,1161.9043,6.51E+06,999,0.5,0.0125,0.3,5,1,180
548,bld-548,C2,2002,education,3,3.5,349.79273,1.47E+06,999,0.5,0.0125,0.3,5,1,180
549,bld-549,C2,2002,education,5,3.5,2010.98822,1.41E+07,999,0.5,0.0125,0.3,5,1,180
550,bld-550,C2,2002,education,4,3.299999,3195.19554,1.79E+07,999,0.5,0.0125,0.3,5,1,180
551,bld-551,C2,1995,research,2,3.5,1527.56015,4.28E+06,999,0.5,0.0125,0.3,5,1,180
552,bld-552,C2,2002,residence,5,3,1209.69371,8.47E+06,999,0.5,0.0125,0.3,5,1,180
553,bld-553,C2,2002,retail,4,3.5,1798.62358,1.01E+07,999,0.5,0.0125,0.3,5,1,180
554,bld-554,RM2,1986,residence,3,3.5,993.9607,2.53E+06,999,0.5,0.0125,0.3,5,1,180
555,bld-555,RM2,1986,residence,2,3.5,126.89858,2.16E+05,999,0.5,0.0125,0.3,5,1,180
556,bld-556,URM,1958,retail,1,3.5,663.42541,5.64E+05,999,0.5,0.0125,0.3,5,1,180
557,bld-557,URM,1958,retail,1,3,229.4373,1.95E+05,999,0.5,0.0125,0.3,5,1,180
558,bld-558,URM,1958,research,3,3.5,529.61226,1.35E+06,999,0.5,0.0125,0.3,5,1,180
559,bld-559,C2,2006,education,9,4,1386.91666,1.75E+07,999,0.5,0.0125,0.3,5,1,180
560,bld-560,C2,2006,education,6,4,3521.77235,2.96E+07,999,0.5,0.0125,0.3,5,1,180
561,bld-561,C1,2006,education,4,7,694.85409,3.61E+06,999,0.5,0.0125,0.3,5,1,180
562,bld-562,C2,2000,office,10,4.199999,4582.95901,6.42E+07,999,0.5,0.0125,0.3,5,1,180
563,bld-563,C2,2011,office,3,6,2074.72979,8.71E+06,999,0.5,0.0125,0.3,5,1,180
564,bld-564,C2,2010,office,3,6,3674.16306,1.54E+07,999,0.5,0.0125,0.3,5,1,180
565,bld-565,C2,2011,office,4,6,1556.07835,8.71E+06,999,0.5,0.0125,0.3,5,1,180
566,bld-566,C2,2003,office,5,3.5,2524.01851,1.77E+07,999,0.5,0.0125,0.3,5,1,180
567,bld-567,C2,1999,education,5,3.5,2748.00263,1.92E+07,999,0.5,0.0125,0.3,5,1,180
568,bld-568,C1,1965,education,4,4,5728.96598,2.98E+07,999,0.5,0.0125,0.3,5,1,180
569,bld-569,C1,2005,research,4,4,2068.54824,1.08E+07,999,0.5,0.0125,0.3,5,1,180
570,bld-570,C2,1998,research,5,4,7305.3626,5.11E+07,999,0.5,0.0125,0.3,5,1,180
571,bld-571,C1,2001,office,4,3.5,2369.14283,1.23E+07,999,0.5,0.0125,0.3,5,1,180
572,bld-572,C2,2006,research,10,3.5,3164.57996,4.43E+07,999,0.5,0.0125,0.3,5,1,180
573,bld-573,C2,2008,education,11,4,2055.81824,3.17E+07,999,0.5,0.0125,0.3,5,1,180
574,bld-574,C2,2009,education,11,4,717.81442,1.11E+07,999,0.5,0.0125,0.3,5,1,180
575,bld-575,C2,2008,research,11,4,666.04786,1.03E+07,999,0.5,0.0125,0.3,5,1,180
576,bld-576,C2,2005,education,5,4,17201.62021,1.20E+08,999,0.5,0.0125,0.3,5,1,180
577,bld-577,C1,1980,education,3,4,1123.47737,4.38E+06,999,0.5,0.0125,0.3,5,1,180
578,bld-578,C1,1980,education,3,4,1101.02314,4.29E+06,999,0.5,0.0125,0.3,5,1,180
579,bld-579,C2,1980,education,5,4,1484.4262,1.04E+07,999,0.5,0.0125,0.3,5,1,180
580,bld-580,URM,1957,education,4,4,4900.30348,1.67E+07,999,0.5,0.0125,0.3,5,1,180
581,bld-581,C1,1956,office,4,4.199999,5860.45209,3.05E+07,999,0.5,0.0125,0.3,5,1,180
582,bld-582,URM,1960,research,3,4,1967.35412,5.02E+06,999,0.5,0.0125,0.3,5,1,180
583,bld-583,C1,1956,office,4,4.199999,5633.12186,2.93E+07,999,0.5,0.0125,0.3,5,1,180
584,bld-584,C1,1960,education,2,3.5,530.43518,1.38E+06,999,0.5,0.0125,0.3,5,1,180
585,bld-585,C2,1970,office,2,3,4872.01775,1.36E+07,999,0.5,0.0125,0.3,5,1,180
586,bld-586,C1,1975,warehouse,3,3,3323.19959,1.30E+07,999,0.5,0.0125,0.3,5,1,180
587,bld-587,C2,1995,education,5,4,7774.64369,5.44E+07,999,0.5,0.0125,0.3,5,1,180
588,bld-588,C1,1983,research,4,3.5,2907.67665,1.51E+07,999,0.5,0.0125,0.3,5,1,180
589,bld-589,C2,1985,education,5,4,1342.88286,9.40E+06,999,0.5,0.0125,0.3,5,1,180
590,bld-590,C2,1987,research,5,3.5,1580.85228,1.11E+07,999,0.5,0.0125,0.3,5,1,180
591,bld-591,C2,1987,research,7,4,1069.56596,1.05E+07,999,0.5,0.0125,0.3,5,1,180
592,bld-592,C2,1992,education,5,4,3271.54846,2.29E+07,999,0.5,0.0125,0.3,5,1,180
593,bld-593,C2,2000,office,12,3.5,4592.99257,7.72E+07,999,0.5,0.0125,0.3,5,1,180
594,bld-594,C1,2000,research,2,3.5,488.35517,1.27E+06,999,0.5,0.0125,0.3,5,1,180
595,bld-595,C2,2014,office,3,6,10106.8991,4.24E+07,999,0.5,0.0125,0.3,5,1,180
596,bld-596,RM2,1982,residence,3,3,769.71477,1.96E+06,999,0.5,0.0125,0.3,5,1,180
597,bld-597,RM2,1982,residence,3,3,564.7358,1.44E+06,999,0.5,0.0125,0.3,5,1,180
598,bld-598,RM2,1982,residence,2,3,72.78627,1.24E+05,999,0.5,0.0125,0.3,5,1,180
599,bld-599,RM2,1982,residence,2,3,56.19528,9.55E+04,999,0.5,0.0125,0.3,5,1,180
600,bld-600,RM2,1982,residence,2,3,379.23786,6.45E+05,999,0.5,0.0125,0.3,5,1,180
601,bld-601,RM2,1982,residence,2,3,432.77055,7.36E+05,999,0.5,0.0125,0.3,5,1,180
602,bld-602,RM2,1982,residence,2,3,130.41319,2.22E+05,999,0.5,0.0125,0.3,5,1,180
603,bld-603,RM2,1982,residence,3,3,346.50579,8.84E+05,999,0.5,0.0125,0.3,5,1,180
604,bld-604,RM2,1982,residence,2,3,91.3581,1.55E+05,999,0.5,0.0125,0.3,5,1,180
605,bld-605,RM2,1982,residence,2,3,636.33275,1.08E+06,999,0.5,0.0125,0.3,5,1,180
606,bld-606,RM2,1982,residence,2,3,321.40132,5.46E+05,999,0.5,0.0125,0.3,5,1,180
607,bld-607,RM2,1982,residence,2,3,306.27319,5.21E+05,999,0.5,0.0125,0.3,5,1,180
608,bld-608,RM2,1982,residence,2,3,180.57417,3.07E+05,999,0.5,0.0125,0.3,5,1,180
609,bld-609,RM2,1982,residence,2,3,90.39412,1.54E+05,999,0.5,0.0125,0.3,5,1,180
610,bld-610,RM2,1982,residence,2,3,269.41623,4.58E+05,999,0.5,0.0125,0.3,5,1,180
611,bld-611,RM2,1982,residence,2,3,194.48919,3.31E+05,999,0.5,0.0125,0.3,5,1,180
612,bld-612,RM2,1982,residence,2,3,369.17623,6.28E+05,999,0.5,0.0125,0.3,5,1,180
613,bld-613,RM2,1982,residence,2,3,138.77558,2.36E+05,999,0.5,0.0125,0.3,5,1,180
614,bld-614,RM2,1982,residence,2,3,115.99308,1.97E+05,999,0.5,0.0125,0.3,5,1,180
615,bld-615,RM2,1982,residence,2,3,414.67508,7.05E+05,999,0.5,0.0125,0.3,5,1,180
616,bld-616,RM2,1982,residence,2,3,429.37458,7.30E+05,999,0.5,0.0125,0.3,5,1,180
617,bld-617,RM2,1982,residence,2,3,1243.5041,2.11E+06,999,0.5,0.0125,0.3,5,1,180
618,bld-618,RM2,1980,residence,2,3,104.52322,1.78E+05,999,0.5,0.0125,0.3,5,1,180
